is_RT	retweet_from	whole_tweet_text	original_text	retweet_text	cleaned_retweet_text
1	AnnCoulter	RT @AnnCoulter: Anyone who plans to talk about Trump ever again has to see this speech. Your opinion is irrelevant unless you listened to…		 Anyone who plans to talk about Trump ever again has to see this speech. Your opinion is irrelevant unless you listened to…	anyone who plans to talk about trump ever again has to see this speech your opinion is irrelevant unless you listened to
1	realDonaldTrump	"""@dxdelafu: RT @realDonaldTrump: THE LAST THING THIS COUNTRY NEEDS IS ANOTHER BUSH! Or another Clinton."""	" ""@dxdelafu:"	" THE LAST THING THIS COUNTRY NEEDS IS ANOTHER BUSH! Or another Clinton."""	the last thing this country needs is another bush or another clinton
1	seanhannity	RT @seanhannity: Graph: @RealDonaldTrump's Historic 13 Million Primary Votes Compared To Every GOP Nominee Since 1908 https://t.co/vNpfaSZ8…		 Graph: @RealDonaldTrump's Historic 13 Million Primary Votes Compared To Every GOP Nominee Since 1908 https://t.co/vNpfaSZ8…	graph realdonaldtrumps historic 13 million primary votes compared to every gop nominee since 1908
1	IvankaTrump	RT @IvankaTrump: My next project is pretty amazing…! xx, Ivanka https://t.co/Ucq3dz20sQ https://t.co/f60biSURQ7		 My next project is pretty amazing…! xx, Ivanka https://t.co/Ucq3dz20sQ https://t.co/f60biSURQ7	my next project is pretty amazing xx ivanka
1	DanScavino	RT @DanScavino: LOUISIANA GENERAL ELECTION Donald Trump vs. Hillary Clinton #MakeAmericaGreatAgain #Trump2016 https://t.co/74vYOx7dKz		 LOUISIANA GENERAL ELECTION Donald Trump vs. Hillary Clinton #MakeAmericaGreatAgain #Trump2016 https://t.co/74vYOx7dKz	louisiana general election donald trump vs hillary clinton makeamericagreatagain trump2016
1	ApprenticeNBC	"""@SUSANANDREWS12: “Can't wait RT @ApprenticeNBC: “It’s the nastiest I’ve ever seen.” — @RealDonaldTrump on this season of #CelebApprentice"""	" ""@SUSANANDREWS12: “Can't wait"	" “It’s the nastiest I’ve ever seen.” — @RealDonaldTrump on this season of #CelebApprentice"""	its the nastiest ive ever seen realdonaldtrump on this season of celebapprentice
1	CBSNews	RT @CBSNews: WATCH NOW: The @realDonaldTrump supporters you'd never expect https://t.co/jKeVJX5u73 https://t.co/pbft0Eq3Y1		 WATCH NOW: The @realDonaldTrump supporters you'd never expect https://t.co/jKeVJX5u73 https://t.co/pbft0Eq3Y1	watch now the realdonaldtrump supporters youd never expect
1	IvankaTrump	RT @IvankaTrump: Beautiful article about @realDonaldTrump written by my friend, the incredibly talented golfer Natalie Gulbis: https://t.co…		 Beautiful article about @realDonaldTrump written by my friend, the incredibly talented golfer Natalie Gulbis: https://t.co…	beautiful article about realdonaldtrump written by my friend the incredibly talented golfer natalie gulbis
1	realDonaldTrump	"""@Mrs_JPG: RT @realDonaldTrump: Negotiation is an art. Treat it like one."""	" ""@Mrs_JPG:"	" Negotiation is an art. Treat it like one."""	negotiation is an art treat it like one
1	MittRomney	RT @MittRomney: I am running for president to get us creating wealth again--not to redistribute it.		 I am running for president to get us creating wealth again--not to redistribute it.	i am running for president to get us creating wealth againnot to redistribute it
1	EricTrump	RT @EricTrump: So proud to be out on the campaign trail with @realDonaldTrump - thanks for an amazing night #Biloxi #Trump2016 https://t.co…		 So proud to be out on the campaign trail with @realDonaldTrump - thanks for an amazing night #Biloxi #Trump2016 https://t.co…	so proud to be out on the campaign trail with realdonaldtrump thanks for an amazing night biloxi trump2016
1	gatewaypundit	RT @gatewaypundit: BREAKING POLL: Trump Gains 11 Points on Clinton Since March=> Now Leads Crooked Hillary 46-44 https://t.co/y3BGy15Erb vi…		 BREAKING POLL: Trump Gains 11 Points on Clinton Since March=> Now Leads Crooked Hillary 46-44 https://t.co/y3BGy15Erb vi…	breaking poll trump gains 11 points on clinton since march now leads crooked hillary 4644 vi
1	JoeNBC	"RT @JoeNBC: Explosive Trump attack on HRC, Bill, Monica, Cosby, and Weiner. Trump camp just upped the ante on ""women's rights"" https://t.co…"		" Explosive Trump attack on HRC, Bill, Monica, Cosby, and Weiner. Trump camp just upped the ante on ""women's rights"" https://t.co…"	explosive trump attack on hrc bill monica cosby and weiner trump camp just upped the ante on womens rights
1	realDonaldTrump	"""@rinibobusepi: RT @realDonaldTrump “You're never a loser until you quit trying,” - Mike Ditka"""	" ""@rinibobusepi:"	" “You're never a loser until you quit trying,” - Mike Ditka"""	youre never a loser until you quit trying mike ditka
1	DRUDGE_REPORT	RT @DRUDGE_REPORT: REUTERS ROLLING: TRUMP 39%, CRUZ 14.5%, BUSH 10.6%, CARSON 9.6%, RUBIO 6.7%... MORE... https://t.co/nRhtbzcqP9		 REUTERS ROLLING: TRUMP 39%, CRUZ 14.5%, BUSH 10.6%, CARSON 9.6%, RUBIO 6.7%... MORE... https://t.co/nRhtbzcqP9	reuters rolling trump 39 cruz 145 bush 106 carson 96 rubio 67 more
1	JaniceTaylor912	RT @JaniceTaylor912: @DonaldJTrumpJr @Reryan08 @IvankaTrump @EricTrump obvious to all that he raised some GREAT, responsible, patriotic kid…		 @DonaldJTrumpJr @Reryan08 @IvankaTrump @EricTrump obvious to all that he raised some GREAT, responsible, patriotic kid…	reryan08 ivankatrump erictrump obvious to all that he raised some great responsible patriotic kid
1	dmartosko	RT @dmartosko: 'Duck Dynasty' star Phil Robertson says he'll back Trump for president https://t.co/WPJjMPYjlK via @MailOnline		 'Duck Dynasty' star Phil Robertson says he'll back Trump for president https://t.co/WPJjMPYjlK via @MailOnline	duck dynasty star phil robertson says hell back trump for president via mailonline
1	ErinBurnett	RT @ErinBurnett: Sat down w/ @EricTrump @DonaldJTrumpJr here in Iowa. Talked God, @realDonaldTrump late night tweets https://t.co/zLFMx4r5…		 Sat down w/ @EricTrump @DonaldJTrumpJr here in Iowa. Talked God, @realDonaldTrump late night tweets https://t.co/zLFMx4r5…	sat down w erictrump donaldjtrumpjr here in iowa talked god realdonaldtrump late night tweets
1	kevcirilli	"RT @kevcirilli: CEDAR RAPIDS -- TRUMP'S DAUGHT IVANKA: ""I can just say without equivocation, my father will make America great again."""		" CEDAR RAPIDS -- TRUMP'S DAUGHT IVANKA: ""I can just say without equivocation, my father will make America great again."""	cedar rapids trumps daught ivanka i can just say without equivocation my father will make america great again
1	IngrahamAngle	RT @IngrahamAngle: The #CruzCrew prevailed! Smart for @MarcoRubio to keep his speech short & sweet. Ditto for @realDonaldTrump who was brie…		 The #CruzCrew prevailed! Smart for @MarcoRubio to keep his speech short & sweet. Ditto for @realDonaldTrump who was brie…	the cruzcrew prevailed smart for marcorubio to keep his speech short sweet ditto for realdonaldtrump who was brie
1	realDonaldTrump	"""@one4eternity: !!!!!!! RT @realDonaldTrump: ""@BalkesGirl: @realDonaldTrump @ApprenticeNBC this show ROCKS!!!!"""""	" ""@one4eternity: !!!!!!!"	" ""@BalkesGirl: @realDonaldTrump @ApprenticeNBC this show ROCKS!!!!"""""	realdonaldtrump apprenticenbc this show rocks
1	RSBNetwork	RT @RSBNetwork: LIVE Stream: Donald Trump about to speak in Boca Raton, FL. Protesters already before Trump speaks. #TrumpTrain https://t…		 LIVE Stream: Donald Trump about to speak in Boca Raton, FL. Protesters already before Trump speaks. #TrumpTrain https://t…	live stream donald trump about to speak in boca raton fl protesters already before trump speaks trumptrain
1	DonaldJTrumpJr	"RT @DonaldJTrumpJr: Nevada: Here is a quick video @IvankaTrump created on ""How to Caucus"" - very quick and simple! https://t.co/W8ohs9gDvY …"		" Nevada: Here is a quick video @IvankaTrump created on ""How to Caucus"" - very quick and simple! https://t.co/W8ohs9gDvY …"	nevada here is a quick video ivankatrump created on how to caucus very quick and simple
1	GovMikeHuckabee	RT @GovMikeHuckabee: Trump says the chaos in Chicago was a planned attack. But Hillary insists it was a spontaneous reaction to an internet…		 Trump says the chaos in Chicago was a planned attack. But Hillary insists it was a spontaneous reaction to an internet…	trump says the chaos in chicago was a planned attack but hillary insists it was a spontaneous reaction to an internet
1	EricTrump	"RT @EricTrump: Nevada remember you can ""Vote and Go"" - walk in vote and walk out! Caucus locator: https://t.co/r8ijPnCsmO #TrumpLV https:/…"		" Nevada remember you can ""Vote and Go"" - walk in vote and walk out! Caucus locator: https://t.co/r8ijPnCsmO #TrumpLV https:/…"	nevada remember you can vote and go walk in vote and walk out caucus locator trumplv
1	EricTrump	RT @EricTrump: Very proud of what my father has accomplished in the past 7 months -Wishing him amazing luck and success tonight! #NVcaucus …		 Very proud of what my father has accomplished in the past 7 months -Wishing him amazing luck and success tonight! #NVcaucus …	very proud of what my father has accomplished in the past 7 months wishing him amazing luck and success tonight nvcaucus
1	TrumpNV	RT @TrumpNV: #NVcaucus locator -> https://t.co/WIzgQcbvOB		 #NVcaucus locator -> https://t.co/WIzgQcbvOB	nvcaucus locator
1	Newsmax_Media	RT @Newsmax_Media: Donald Trump: Mean-Spirited GOP Won't Win Elections @REALDonaldTrump http://t.co/EZ1fdIT5 via @Newsmax_Media		 Donald Trump: Mean-Spirited GOP Won't Win Elections @REALDonaldTrump http://t.co/EZ1fdIT5 via @Newsmax_Media	donald trump meanspirited gop wont win elections realdonaldtrump via newsmaxmedia
1	greta	RT @greta: Prob w/ all pundits saying last fall @realDonaldTrump had no chance is that shows media so out of touch w/ Americans		 Prob w/ all pundits saying last fall @realDonaldTrump had no chance is that shows media so out of touch w/ Americans	prob w all pundits saying last fall realdonaldtrump had no chance is that shows media so out of touch w americans
1	RealBenCarson	RT @RealBenCarson: Please read my full endorsement of @realDonaldTrump for President of the United States: https://t.co/aSx9u3Ayz1.		 Please read my full endorsement of @realDonaldTrump for President of the United States: https://t.co/aSx9u3Ayz1.	please read my full endorsement of realdonaldtrump for president of the united states
1	RealBenCarson	RT @RealBenCarson: I endorse @realDonaldTrump. It’s time to unite behind the candidate who will beat Hillary Clinton and return government …		 I endorse @realDonaldTrump. It’s time to unite behind the candidate who will beat Hillary Clinton and return government …	i endorse realdonaldtrump its time to unite behind the candidate who will beat hillary clinton and return government
1	RealBenCarson	RT @RealBenCarson: Many people fight for change in DC. @realDonaldTrump is a leader with an outsider’s perspective & the vision, guts & ene…		 Many people fight for change in DC. @realDonaldTrump is a leader with an outsider’s perspective & the vision, guts & ene…	many people fight for change in dc realdonaldtrump is a leader with an outsiders perspective the vision guts ene
1	CLewandowski_	RT @CLewandowski_: The Scrum: Video Emerges to Suggest WaPo Reporter Ben Terris Misidentifies Lewandowski in Fields Incident Breitbart htt…		 The Scrum: Video Emerges to Suggest WaPo Reporter Ben Terris Misidentifies Lewandowski in Fields Incident Breitbart htt…	the scrum video emerges to suggest wapo reporter ben terris misidentifies lewandowski in fields incident breitbart htt
1	RSBNetwork	RT @RSBNetwork: LIVE Stream now: Donald Trump press conference #TrumpTrain #Trump2016 https://t.co/s7WgNXR27A		 LIVE Stream now: Donald Trump press conference #TrumpTrain #Trump2016 https://t.co/s7WgNXR27A	live stream now donald trump press conference trumptrain trump2016
1	JoeNBC	RT @JoeNBC: Remarkable how cost-effective Post says Trump campaign was per vote and stunning how much Jeb spent per vote. https://t.co/A28…		 Remarkable how cost-effective Post says Trump campaign was per vote and stunning how much Jeb spent per vote. https://t.co/A28…	remarkable how costeffective post says trump campaign was per vote and stunning how much jeb spent per vote
1	EricTrump	RT @EricTrump: Aloha Hawaii: We would be honored to have your vote! Find your caucus https://t.co/iNgQS80mxX #TrumpWaikiki #Mahalo https://…		 Aloha Hawaii: We would be honored to have your vote! Find your caucus https://t.co/iNgQS80mxX #TrumpWaikiki #Mahalo https://…	aloha hawaii we would be honored to have your vote find your caucus trumpwaikiki mahalo
1	jsager84	"""@one4eternity: RT @jsager84: @IanZiering has done great, why not listen to him again! SMH! @one4eternity @BrandiGlanville @ApprenticeNBC"	" ""@one4eternity:"	 @IanZiering has done great, why not listen to him again! SMH! @one4eternity @BrandiGlanville @ApprenticeNBC	has done great why not listen to him again smh one4eternity brandiglanville apprenticenbc
1	ZacharyQuinto	I will and I agree! RT @ZacharyQuinto @realdonaldtrump you can't possibly make any more money. so why don't you make a difference instead?!	 I will and I agree!	 @realdonaldtrump you can't possibly make any more money. so why don't you make a difference instead?!	you cant possibly make any more money so why dont you make a difference instead
1	"realDonaldTrump:""@RoySchuhmacher"	"""@robertore62: RT @realDonaldTrump:""@RoySchuhmacher: @realDonaldTrump You are fantastic Trump. Run for president and save America!"	" ""@robertore62:"	 @realDonaldTrump You are fantastic Trump. Run for president and save America!	you are fantastic trump run for president and save america
