is_RT	retweet_from	whole_tweet_text	original_text	retweet_text	cleaned_retweet_text
1	tribelaw	RT @tribelaw: Note: Trump's been eyeing a major real estate project in Taiwan!! Perfect e.g. of national security facets of Trump's conflic?? 		 Note: Trump's been eyeing a major real estate project in Taiwan!! Perfect e.g. of national security facets of Trump's conflic??	note trumps been eyeing a major real estate project in taiwan perfect eg of national security facets of trumps conflic
1	rmasher2	RT @rmasher2: Re: Trump &amp; Taiwan. Face it. Our president-elect is an imbecile. Incurious. Ignorant. Lazy. Dangerous. Imbecile. #WereSoScrew??i		 Re: Trump &amp; Taiwan. Face it. Our president-elect is an imbecile. Incurious. Ignorant. Lazy. Dangerous. Imbecile. #WereSoScrew??i	re trump amp taiwan face it our presidentelect is an imbecile incurious ignorant lazy dangerous imbecile weresoscrewi
1	RawStory	RT @RawStory: REVEALED: Trump Organization eyes Taiwan for newest luxury resort location https://t.co/RuaFG6YTub https://t.co/7cPzmTUEEL		 REVEALED: Trump Organization eyes Taiwan for newest luxury resort location https://t.co/RuaFG6YTub https://t.co/7cPzmTUEEL	revealed trump organization eyes taiwan for newest luxury resort location
1	jonswaine	"RT @jonswaine: Two weeks ago: ""Trump wants to expand business empire to Taiwan"" https://t.co/TeHWtHzSzY via @mattdpearce"		" Two weeks ago: ""Trump wants to expand business empire to Taiwan"" https://t.co/TeHWtHzSzY via @mattdpearce"	two weeks ago trump wants to expand business empire to taiwan via mattdpearce
1	teamhealthnut	"""@jacquelynileneh: RT @teamhealthnut: Donald Trump by Mac Miller will always be a hit."" I agree!"	" ""@jacquelynileneh:"	" Donald Trump by Mac Miller will always be a hit."" I agree!"	donald trump by mac miller will always be a hit i agree
1	L_Harmas	RT @L_Harmas: Oh no!, Run!, the sky is falling!, President Elect Donald Trump received congratulatory phone call from the new President of???		 Oh no!, Run!, the sky is falling!, President Elect Donald Trump received congratulatory phone call from the new President of???	oh no run the sky is falling president elect donald trump received congratulatory phone call from the new president of
1	gm_stone	RT @gm_stone: Only two possible explanations for Trump Taiwan call. 1) accidental: he was too dumb to know what he was doing 2) deliberate.??e		 Only two possible explanations for Trump Taiwan call. 1) accidental: he was too dumb to know what he was doing 2) deliberate.??e	only two possible explanations for trump taiwan call 1 accidental he was too dumb to know what he was doing 2 deliberatee
1	ObsoleteDogma	RT @ObsoleteDogma: Biggest risk of Trump's Taiwan call isn't pissing off China. It's giving Taiwan the idea that we'll support them more th??e		 Biggest risk of Trump's Taiwan call isn't pissing off China. It's giving Taiwan the idea that we'll support them more th??e	biggest risk of trumps taiwan call isnt pissing off china its giving taiwan the idea that well support them more the
1	JohnJHarwood	"RT @JohnJHarwood: Dem foreign policy adv Jentleson, predicting ""real consequences"" re: Trump/Taiwan: ""two can play - Trump impulsively, Chi??n"		" Dem foreign policy adv Jentleson, predicting ""real consequences"" re: Trump/Taiwan: ""two can play - Trump impulsively, Chi??n"	dem foreign policy adv jentleson predicting real consequences re trumptaiwan two can play trump impulsively chin
1	comradewong	"RT @comradewong: Taipei Times reported that ""Taiwan-friendly campaign staff"" for Trump arranged the call. https://t.co/0GoKcstS5I https://t??n"		" Taipei Times reported that ""Taiwan-friendly campaign staff"" for Trump arranged the call. https://t.co/0GoKcstS5I https://t??n"	taipei times reported that taiwanfriendly campaign staff for trump arranged the call
1	Minimadden	RT @Minimadden: @EricLiptonNYT @onlxn @mega2e Taiwan News is reporting Eric Trump is scheduled to visit to explore business opportunities t??n		 @EricLiptonNYT @onlxn @mega2e Taiwan News is reporting Eric Trump is scheduled to visit to explore business opportunities t??n	onlxn mega2e taiwan news is reporting eric trump is scheduled to visit to explore business opportunities tn
1	MalakimPro	RT @MalakimPro: Donald Trump has spoken with the president of #Taiwan - a move that is likely to provoke a rift with #China https://t.co/PT??n		 Donald Trump has spoken with the president of #Taiwan - a move that is likely to provoke a rift with #China https://t.co/PT??n	donald trump has spoken with the president of taiwan a move that is likely to provoke a rift with china
1	adamsamson	RT @adamsamson: FT EXCLUSIVE: Donald Trump risks major diplomatic dispute with China after speaking on phone with Taiwan's president https:??n		 FT EXCLUSIVE: Donald Trump risks major diplomatic dispute with China after speaking on phone with Taiwan's president https:??n	ft exclusive donald trump risks major diplomatic dispute with china after speaking on phone with taiwans president
1	MSignorile	"RT @MSignorile: Though it could ""draw the U.S. and China into war??Trump advisors want U.S. to stop ?andering to Beijing.??o/je0"		" Though it could ""draw the U.S. and China into war??Trump advisors want U.S. to stop ?andering to Beijing.??o/je0"	though it could draw the us and china into wartrump advisors want us to stop andering to beijingoje0
1	Lawsonbulk	RT @Lawsonbulk: Taiwan has me wondering if Trump could be the first president elect every to start a war before taking office		 Taiwan has me wondering if Trump could be the first president elect every to start a war before taking office	taiwan has me wondering if trump could be the first president elect every to start a war before taking office
1	MichaelSkolnik	RT @MichaelSkolnik: Obama? been so dignified about a peaceful transition of power?地nd Trump just stabbed him in the back by calling Taiwan??n??ti		 Obama? been so dignified about a peaceful transition of power?地nd Trump just stabbed him in the back by calling Taiwan??n??ti	obama been so dignified about a peaceful transition of powernd trump just stabbed him in the back by calling taiwannti
1	thehill	"RT @thehill: Former Bush spokesman on Trump's Taiwan call: ""China will go nuts"" https://t.co/kFxlxnzA63 https://t.co/gW6Fdi1C8l"		" Former Bush spokesman on Trump's Taiwan call: ""China will go nuts"" https://t.co/kFxlxnzA63 https://t.co/gW6Fdi1C8l"	former bush spokesman on trumps taiwan call china will go nuts
1	nytpolitics	RT @nytpolitics: Trump speaks with Taiwan? leader, seen as an affront to China https://t.co/poLoHnqmwK https://t.co/r6b7rvW1N3:/		 Trump speaks with Taiwan? leader, seen as an affront to China https://t.co/poLoHnqmwK https://t.co/r6b7rvW1N3:/	trump speaks with taiwan leader seen as an affront to china
1	MaddowBlog	RT @MaddowBlog: If Trump thinks US diplomatic relations with Taiwan are interesting, there are people who can explain them to him. https://??n		 If Trump thinks US diplomatic relations with Taiwan are interesting, there are people who can explain them to him. https://??n	if trump thinks us diplomatic relations with taiwan are interesting there are people who can explain them to him
1	bocavista2016	RT @bocavista2016: Obama selling Taiwan WARSHIPS means nothing to China		 Obama selling Taiwan WARSHIPS means nothing to China	obama selling taiwan warships means nothing to china
1	PamelaGeller	RT @PamelaGeller: Trump makes history with phone call to long time ally, Taiwan https://t.co/0TZvN67GrT https://t.co/SMWZraEIoD		 Trump makes history with phone call to long time ally, Taiwan https://t.co/0TZvN67GrT https://t.co/SMWZraEIoD	trump makes history with phone call to long time ally taiwan
1	orlandosentinel	RT @orlandosentinel: China hopes Trump call with Taiwan's president won't lead to 'damaged' ties https://t.co/76X1rhYx7g https://t.co/kR6V7??e		 China hopes Trump call with Taiwan's president won't lead to 'damaged' ties https://t.co/76X1rhYx7g https://t.co/kR6V7??e	china hopes trump call with taiwans president wont lead to damaged ties
1	TeaPartyCat	"RT @TeaPartyCat: Trump: ""I would never risk nuclear war with China unless I had a REALLY, REALLY GOOD REASON, like building some Trump Hote??e"		" Trump: ""I would never risk nuclear war with China unless I had a REALLY, REALLY GOOD REASON, like building some Trump Hote??e"	trump i would never risk nuclear war with china unless i had a really really good reason like building some trump hotee
1	TheRickyDavila	RT @TheRickyDavila: A nearly 4 decade policy against conducting relations with Taiwan and Buffoon Elect #Trump manages to mess it up in 1 p??n		 A nearly 4 decade policy against conducting relations with Taiwan and Buffoon Elect #Trump manages to mess it up in 1 p??n	a nearly 4 decade policy against conducting relations with taiwan and buffoon elect trump manages to mess it up in 1 pn
1	otepofficial	RT @otepofficial: TRUMP: I just got off a call with Taiwan. Very nice ppl. 		 TRUMP: I just got off a call with Taiwan. Very nice ppl.	trump i just got off a call with taiwan very nice ppl
1	thehill	RT @thehill: GOP lawmakers praise Trump for Taiwan call https://t.co/Jsf0f8bgEJ https://t.co/8iCt1vbtOr		 GOP lawmakers praise Trump for Taiwan call https://t.co/Jsf0f8bgEJ https://t.co/8iCt1vbtOr	gop lawmakers praise trump for taiwan call
1	HHooversGhost	RT @HHooversGhost: Only the Electoral College stands between us &amp; disaster: incompetent Trump likely infuriated China with Taiwan call http??i		 Only the Electoral College stands between us &amp; disaster: incompetent Trump likely infuriated China with Taiwan call http??i	only the electoral college stands between us amp disaster incompetent trump likely infuriated china with taiwan call
1	FareedZakaria	RT @FareedZakaria: I talked more about Donald Trump's call with Taiwan's president, on @CNNTonight: https://t.co/DAZSBxBYUc		 I talked more about Donald Trump's call with Taiwan's president, on @CNNTonight: https://t.co/DAZSBxBYUc	i talked more about donald trumps call with taiwans president on cnntonight
1	errolbarnett	RT @errolbarnett: An official complaint from China and more fallout after President-elect Trump speaks with Taiwan's President. My @CBSThis??n		 An official complaint from China and more fallout after President-elect Trump speaks with Taiwan's President. My @CBSThis??n	an official complaint from china and more fallout after presidentelect trump speaks with taiwans president my cbsthisn
1	SconsetCapital	RT @SconsetCapital: So it's okay for Obama to reach out to Cuba and Iran but if Trump takes a call from Taiwan it's World War 3???		 So it's okay for Obama to reach out to Cuba and Iran but if Trump takes a call from Taiwan it's World War 3???	so its okay for obama to reach out to cuba and iran but if trump takes a call from taiwan its world war 3
1	kylegriffin1	RT @kylegriffin1: Taiwanese media is reporting that the Trump Organization's looking to do business in Taiwan building luxury hotels: https??n		 Taiwanese media is reporting that the Trump Organization's looking to do business in Taiwan building luxury hotels: https??n	taiwanese media is reporting that the trump organizations looking to do business in taiwan building luxury hotels
1	MoodyBlx	RT @MoodyBlx: Who's surprised it would be this PEOTUS who'd break diplomacy, or do it so early on? https://t.co/mn2zgNliTl		 Who's surprised it would be this PEOTUS who'd break diplomacy, or do it so early on? https://t.co/mn2zgNliTl	whos surprised it would be this peotus whod break diplomacy or do it so early on
1	Khanoisseur	RT @Khanoisseur: As for Trump's call to Taiwan?尖ou guessed it @johnrevtv @anneapplebaum https://t.co/t9AtvlgEI7h 		 As for Trump's call to Taiwan?尖ou guessed it @johnrevtv @anneapplebaum https://t.co/t9AtvlgEI7h	as for trumps call to taiwanou guessed it johnrevtv anneapplebaum
1	dabeard	RT @dabeard: Yikes, from @nytimes Beijing bureau chief ... #Trump #Taiwan https://t.co/UQNNfKMd6k		 Yikes, from @nytimes Beijing bureau chief ... #Trump #Taiwan https://t.co/UQNNfKMd6k	yikes from nytimes beijing bureau chief trump taiwan
1	irish_news	RT @irish_news: #Trump : President elect breaks 37 year diplomatic protocol by speaking with #Taiwanese leader https://t.co/YWlwsTuKHf http??n		 #Trump : President elect breaks 37 year diplomatic protocol by speaking with #Taiwanese leader https://t.co/YWlwsTuKHf http??n	trump president elect breaks 37 year diplomatic protocol by speaking with taiwanese leader
1	jonswaine	RT @jonswaine: Donald Trump risks China rift with Taiwan call https://t.co/ZR3RoHV0jf via @FT		 Donald Trump risks China rift with Taiwan call https://t.co/ZR3RoHV0jf via @FT	donald trump risks china rift with taiwan call via ft
1	DefendingtheUSA	"RT @DefendingtheUSA: ONLY REASON it was ""protocol"" to not talk to Taiwan publicly is Obama is too cowardly &amp; TERRIFIED of offending China.???"		" ONLY REASON it was ""protocol"" to not talk to Taiwan publicly is Obama is too cowardly &amp; TERRIFIED of offending China.???"	only reason it was protocol to not talk to taiwan publicly is obama is too cowardly amp terrified of offending china
1	Adampasick	RT @Adampasick: Prescient, from @mhayoun, on Trump, Taiwan, and Reince Preibus: https://t.co/pJ9OoEVLzd		 Prescient, from @mhayoun, on Trump, Taiwan, and Reince Preibus: https://t.co/pJ9OoEVLzd	prescient from mhayoun on trump taiwan and reince preibus
1	PhillyTalk	RT @PhillyTalk: Liberals that want to secede because #NotMyPresident are upset Taiwan calls Trump on flip phone &amp; is independent from Chins.		 Liberals that want to secede because #NotMyPresident are upset Taiwan calls Trump on flip phone &amp; is independent from Chins.	liberals that want to secede because notmypresident are upset taiwan calls trump on flip phone amp is independent from chins
1	WalshFreedom	RT @WalshFreedom: Good. New Sheriff in town. 		 Good. New Sheriff in town.	good new sheriff in town
1	ASimendinger	RT @ASimendinger: Trump-Taiwan call 1st betw US president or president-elect &amp; Taiwan ldr since diplo relations cut in 1979  https://t.co/Y??o		 Trump-Taiwan call 1st betw US president or president-elect &amp; Taiwan ldr since diplo relations cut in 1979 https://t.co/Y??o	trumptaiwan call 1st betw us president or presidentelect amp taiwan ldr since diplo relations cut in 1979
1	ArthurA_P	RT @ArthurA_P: Trump wants to expand business empire to Taiwan, creating another potential conflict of interest https://t.co/zRDIrUr2VU		 Trump wants to expand business empire to Taiwan, creating another potential conflict of interest https://t.co/zRDIrUr2VU	trump wants to expand business empire to taiwan creating another potential conflict of interest
1	Koxinga8	RT @Koxinga8: Why is everyone freaking out about Trump? call to Taiwan? | BizPac Review https://t.co/wpVzd9urOght		 Why is everyone freaking out about Trump? call to Taiwan? | BizPac Review https://t.co/wpVzd9urOght	why is everyone freaking out about trump call to taiwan bizpac review
1	washingtonpost	RT @washingtonpost: China blasts ?etty??call between Taiwan? president and Trump https://t.co/gDe6KKhhXN//t.co		 China blasts ?etty??call between Taiwan? president and Trump https://t.co/gDe6KKhhXN//t.co	china blasts ettycall between taiwan president and trump
1	secupp	"RT @secupp: Here's what I imagine: ""But Sir, no president has talked to the Taiwan president since 1979."" Trump: ""Then definitely get him o??/"		" Here's what I imagine: ""But Sir, no president has talked to the Taiwan president since 1979."" Trump: ""Then definitely get him o??/"	heres what i imagine but sir no president has talked to the taiwan president since 1979 trump then definitely get him o
1	AFP	RT @AFP: #BREAKING Beijing has contacted US over Trump Taiwan call: foreign ministry		 #BREAKING Beijing has contacted US over Trump Taiwan call: foreign ministry	breaking beijing has contacted us over trump taiwan call foreign ministry
1	cctvnews	RT @cctvnews: MOFA: China lodges solemn representations with the US over Trump's call with Taiwan leader, urges Washington to stick to one???		 MOFA: China lodges solemn representations with the US over Trump's call with Taiwan leader, urges Washington to stick to one???	mofa china lodges solemn representations with the us over trumps call with taiwan leader urges washington to stick to one
1	benshapiro	RT @benshapiro: If you expect me to be upset that Trump is treating Taiwan as a free state while angering an enormous communist tyranny, um??/		 If you expect me to be upset that Trump is treating Taiwan as a free state while angering an enormous communist tyranny, um??/	if you expect me to be upset that trump is treating taiwan as a free state while angering an enormous communist tyranny um
1	Metalbones59	RT @Metalbones59: Trump-Taiwan.    This Hysteria is comical !		 Trump-Taiwan. This Hysteria is comical !	trumptaiwan this hysteria is comical
1	jenkspl64	RT @jenkspl64: The foreign policy intelligentsia are tweeting full bore over Trump &amp; Taiwan knowing the implications but the media focuses???		 The foreign policy intelligentsia are tweeting full bore over Trump &amp; Taiwan knowing the implications but the media focuses???	the foreign policy intelligentsia are tweeting full bore over trump amp taiwan knowing the implications but the media focuses
1	JaimeTennille	RT @JaimeTennille: Lying hoaxing media says it's a problem that Trump took a call from Taiwan. ?橙?ppe		 Lying hoaxing media says it's a problem that Trump took a call from Taiwan. ?橙?ppe	lying hoaxing media says its a problem that trump took a call from taiwan ppe
1	JeanRalphiooo	"""@SeanlaiC: RT @JeanRalphiooo I would endorse @realDonaldTrump in a presidential run!"""	" ""@SeanlaiC:"	" I would endorse @realDonaldTrump in a presidential run!"""	i would endorse realdonaldtrump in a presidential run
1	Pursuitist	"""@ribkamaria1: RT @Pursuitist: Stunning hotel! Trump International Hotel & Tower Chicago. @realDonaldTrump @TrumpChicago"	" ""@ribkamaria1:"	 Stunning hotel! Trump International Hotel & Tower Chicago. @realDonaldTrump @TrumpChicago	stunning hotel trump international hotel tower chicago realdonaldtrump trumpchicago
1	randyprine	RT @randyprine: Why did he take call? Trump is considering building luxury resorts in Taiwan. A Trump representative visited Taoyuan in Sep??n		 Why did he take call? Trump is considering building luxury resorts in Taiwan. A Trump representative visited Taoyuan in Sep??n	why did he take call trump is considering building luxury resorts in taiwan a trump representative visited taoyuan in sepn
1	DonaldJTrumpJr	RT @DonaldJTrumpJr: An Honor to be in #Indiana w @realDonaldTrump @greta & the legend, Bobby Knight! I like our secret weapon better!!! htt…		 An Honor to be in #Indiana w @realDonaldTrump @greta & the legend, Bobby Knight! I like our secret weapon better!!! htt…	an honor to be in indiana w realdonaldtrump greta the legend bobby knight i like our secret weapon better htt
1	EricTrump	RT @EricTrump: I look forward to being on @CNN with @ErinBurnett at 7:40pmET. @realDonaldTrump		 I look forward to being on @CNN with @ErinBurnett at 7:40pmET. @realDonaldTrump	i look forward to being on cnn with erinburnett at 740pmet realdonaldtrump
1	Bamagirl_4_ever	"""@NoWindAlabama: Beautiful! Let's keep it that way. #turbinefree RT @Bamagirl_4_ever: Sunset on Sand Mountain. @aberdeenshire @AlexSalmond"	" ""@NoWindAlabama: Beautiful! Let's keep it that way. #turbinefree"	 Sunset on Sand Mountain. @aberdeenshire @AlexSalmond	sunset on sand mountain aberdeenshire alexsalmond
1	SarahPalinUSA	RT @SarahPalinUSA: Trading in the beautiful snow of Iowa for the red dirt of Oklahoma as planned, despite what the media is try's no... htt…		 Trading in the beautiful snow of Iowa for the red dirt of Oklahoma as planned, despite what the media is try's no... htt…	trading in the beautiful snow of iowa for the red dirt of oklahoma as planned despite what the media is trys no htt
1	williebosshog	RT @williebosshog: Make America Great Again! #Trump2016 https://t.co/1h5j4DZDgy		 Make America Great Again! #Trump2016 https://t.co/1h5j4DZDgy	make america great again trump2016
1	JedediahBila	"""@BretBaier: Thx RT @JedediahBila Well done, @BretBaier ""Thurs Cable News Ratings: Fox's Bret Baier Beats CNN, MSNBC, HLN Combined."	" ""@BretBaier: Thx"	" Well done, @BretBaier ""Thurs Cable News Ratings: Fox's Bret Baier Beats CNN, MSNBC, HLN Combined."	well done bretbaier thurs cable news ratings foxs bret baier beats cnn msnbc hln combined
1	EricTrump	RT @EricTrump: Wow! I am speechless! Thank you to my sidekick @LynnePatton who keeps me & the @EricTrumpFdn in line! https://t.co/L7Y2pjIl6…		 Wow! I am speechless! Thank you to my sidekick @LynnePatton who keeps me & the @EricTrumpFdn in line! https://t.co/L7Y2pjIl6…	wow i am speechless thank you to my sidekick lynnepatton who keeps me the erictrumpfdn in line
1	realDonaldTrump	"""@wussydemon: Can I get a RT from @realDonaldTrump for getting three of the best looking shirts @Macys #bigfan http://t.co/fDAYfpkkMe""Great!"	" ""@wussydemon: Can I get a"	" from for getting three of the best looking shirts @Macys #bigfan http://t.co/fDAYfpkkMe""Great!"	from for getting three of the best looking shirts macys bigfan
1	DonaldJTrumpJr	RT @DonaldJTrumpJr: Donald Trump Jr. On The Record: Why Trump International Hotels And Residences Are Still Winning via @forbes https://t.c…		 Donald Trump Jr. On The Record: Why Trump International Hotels And Residences Are Still Winning via @forbes https://t.c…	donald trump jr on the record why trump international hotels and residences are still winning via forbes
1	realDonaldTrump	"""@vnessa09: Do you wear your brand from @Macy's? RT @realDonaldTrump: YES!"	" ""@vnessa09: Do you wear your brand from @Macy's?"	 YES!	yes
1	newtgingrich	RT @newtgingrich: Seems out of touch w/ reality to announce a VP nominee before securing 1237 delegates. https://t.co/Hqx8MRyAjR https://t.…		 Seems out of touch w/ reality to announce a VP nominee before securing 1237 delegates. https://t.co/Hqx8MRyAjR https://t.…	seems out of touch w reality to announce a vp nominee before securing 1237 delegates
1	AdrianaCohen16	RT @AdrianaCohen16: Carly Fiorina no lifeboat for a fast-sinking @tedcruz campaign https://t.co/nHhENzFBck via @bostonherald @realdonaldtru…		 Carly Fiorina no lifeboat for a fast-sinking @tedcruz campaign https://t.co/nHhENzFBck via @bostonherald @realdonaldtru…	carly fiorina no lifeboat for a fastsinking tedcruz campaign via bostonherald realdonaldtru
1	JoeNBC	RT @JoeNBC: Trump +15 on Cruz in 2 weeks. Cruz may look back and ask why he ever attacked Trump. DT has killed him ever since. https://t.c…		 Trump +15 on Cruz in 2 weeks. Cruz may look back and ask why he ever attacked Trump. DT has killed him ever since. https://t.c…	trump 15 on cruz in 2 weeks cruz may look back and ask why he ever attacked trump dt has killed him ever since
1	GeraldoRivera	RT @GeraldoRivera: #NewYork tromps #Jonas. Day after storm of the century the big city is up and running unlike others in the northeast. Mu…		 #NewYork tromps #Jonas. Day after storm of the century the big city is up and running unlike others in the northeast. Mu…	newyork tromps jonas day after storm of the century the big city is up and running unlike others in the northeast mu
1	greta	RT @greta: interesting poll results so far (and go vote on https://t.co/0Zv2YvEdRX) https://t.co/BnsRf9GSxC		 interesting poll results so far (and go vote on https://t.co/0Zv2YvEdRX) https://t.co/BnsRf9GSxC	interesting poll results so far and go vote on
1	AnnCoulter	"RT @AnnCoulter: RUMSFELD: Trump ""has a touched a nerve in our country...in a way that most politicians have not been able to do."" - https:/…"		" RUMSFELD: Trump ""has a touched a nerve in our country...in a way that most politicians have not been able to do."" - https:/…"	rumsfeld trump has a touched a nerve in our countryin a way that most politicians have not been able to do
1	AnnCoulter	RT @AnnCoulter: GREATEST FOREIGN POLICY SPEECH SINCE WASHINGTON'S FAREWELL ADDRESS.		 GREATEST FOREIGN POLICY SPEECH SINCE WASHINGTON'S FAREWELL ADDRESS.	greatest foreign policy speech since washingtons farewell address
1	Morning_Joe	RT @Morning_Joe: VIDEO: @realDonaldTrump announces 'a very powerful endorsement' will be coming today. https://t.co/cJsMBcVcdY		 VIDEO: @realDonaldTrump announces 'a very powerful endorsement' will be coming today. https://t.co/cJsMBcVcdY	video realdonaldtrump announces a very powerful endorsement will be coming today
1	DRUDGE_REPORT	RT @DRUDGE_REPORT: DEAD HEAT: CLINTON VS TRUMP https://t.co/wqfQMEMQOj		 DEAD HEAT: CLINTON VS TRUMP https://t.co/wqfQMEMQOj	dead heat clinton vs trump
1	DRUDGE_REPORT	RT @DRUDGE_REPORT: LIMBAUGH: By not showing, he's owning entire event... https://t.co/fdizXOkBFc		 LIMBAUGH: By not showing, he's owning entire event... https://t.co/fdizXOkBFc	limbaugh by not showing hes owning entire event
1	millman85	"""@psu_rebot: RT @millman85: @realDonaldTrump you could put #PennState in this same category! #Settlers #SoftTarget @psu_rebot"" TRUE-WEAK!"	" ""@psu_rebot:"	" @realDonaldTrump you could put #PennState in this same category! #Settlers #SoftTarget @psu_rebot"" TRUE-WEAK!"	you could put pennstate in this same category settlers softtarget psurebot trueweak
1		"""@ISaidKnow: AWESOME! RT Again, more dead people voted in the last election than enrolled in ObamaCare. Congratulations America!” Thanks!"	" ""@ISaidKnow: AWESOME!"	 Again, more dead people voted in the last election than enrolled in ObamaCare. Congratulations America!” Thanks!	again more dead people voted in the last election than enrolled in obamacare congratulations america thanks
1		"""@MindOfMcN: @Chrisgraham101 RT TTonight the 2nd and 3rd eps of The Apprentice are on at 8 & 9. Great ratings last night 18 - 49. FUN!"""	" ""@MindOfMcN: @Chrisgraham101"	" TTonight the 2nd and 3rd eps of The Apprentice are on at 8 & 9. Great ratings last night 18 - 49. FUN!"""	ttonight the 2nd and 3rd eps of the apprentice are on at 8 9 great ratings last night 18 49 fun
1	DonaldJTrumpJr	RT @DonaldJTrumpJr: A message from Donald J. Trump to NEW YORK! https://t.co/FMosFLn8yq		 A message from Donald J. Trump to NEW YORK! https://t.co/FMosFLn8yq	a message from donald j trump to new york
1	realDonaldTrump	"""@LoriMoreno: RT @realDonaldTrump Congratulations @TrumpNewYork @TrumpChicago @TrumpWaikiki @TrumpToronto @Forbes Five-Star ratings"	" ""@LoriMoreno:"	 Congratulations @TrumpNewYork @TrumpChicago @TrumpWaikiki @TrumpToronto @Forbes Five-Star ratings	congratulations trumpnewyork trumpchicago trumpwaikiki trumptoronto forbes fivestar ratings
1		"""@dany8ro: Aha RT ""@realDonaldTrump: You have good taste! ""@JayRobby: I love Bill Gates and Warren Buffet and Donald Trump. I so love them."""	" ""@dany8ro: Aha"	" ""@realDonaldTrump: You have good taste! ""@JayRobby: I love Bill Gates and Warren Buffet and Donald Trump. I so love them."""	you have good taste jayrobby i love bill gates and warren buffet and donald trump i so love them
1	CLewandowski_	RT @CLewandowski_: Trump winning over Latino Republicans, poll says | New York Post https://t.co/yiC3zavrmi		 Trump winning over Latino Republicans, poll says | New York Post https://t.co/yiC3zavrmi	trump winning over latino republicans poll says new york post
1	Macys”	"""@Rodzillatron1: Definitely added to my collection. great product RT “@realDonaldTrump: I hope you buy my shirts and ties at @Macys” Great!"	" ""@Rodzillatron1: Definitely added to my collection. great product"	 “@realDonaldTrump: I hope you buy my shirts and ties at Great!	i hope you buy my shirts and ties at great
1	DanScavino	RT @DanScavino: OHIO GENERAL ELECTION Donald Trump vs. Hillary Clinton #MakeAmericaGreatAgain #Trump2016 https://t.co/0yXQ4SFSLO		 OHIO GENERAL ELECTION Donald Trump vs. Hillary Clinton #MakeAmericaGreatAgain #Trump2016 https://t.co/0yXQ4SFSLO	ohio general election donald trump vs hillary clinton makeamericagreatagain trump2016
1	realDonaldTrump	"""@HereisDami: RT @realDonaldTrump: ""The price of greatness is responsibility."" -- Winston Churchill"""	" ""@HereisDami:"	" ""The price of greatness is responsibility."" -- Winston Churchill"""	the price of greatness is responsibility winston churchill
1	MittRomney	RT @MittRomney: For nearly 4 years, Barack Obama has refused to crack down on China's cheating & American workers have paid the price.		 For nearly 4 years, Barack Obama has refused to crack down on China's cheating & American workers have paid the price.	for nearly 4 years barack obama has refused to crack down on chinas cheating american workers have paid the price
1	DRUDGE_REPORT	RT @DRUDGE_REPORT: 43-39 https://t.co/TkQYb6V2do		 43-39 https://t.co/TkQYb6V2do	4339
1	realDonaldTrump	"""@Youxia88: Good idea. RT @realDonaldTrump: ""@harpers1niter: @realDonaldTrump Let's just put you in the white House now."""""	" ""@Youxia88: Good idea."	" ""@harpers1niter: @realDonaldTrump Let's just put you in the white House now."""""	realdonaldtrump lets just put you in the white house now
1		"""@nicla_b: @realDonaldTrump Pls help highlight and RT Protect Blackdog: Welcome to the Protect Blackdog Blog!"	" ""@nicla_b: @realDonaldTrump Pls help highlight and"	 Protect Blackdog: Welcome to the Protect Blackdog Blog!	protect blackdog welcome to the protect blackdog blog
1	ScottAdamsSays	RT @ScottAdamsSays: Trump's speech today is the best persuasion I have ever seen. Game over. Now running unopposed: https://t.co/P7fHEMP6U…		 Trump's speech today is the best persuasion I have ever seen. Game over. Now running unopposed: https://t.co/P7fHEMP6U…	trumps speech today is the best persuasion i have ever seen game over now running unopposed
1	FoxBusiness	"RT @FoxBusiness: .@JerryJrFalwell: ""I was so impressed by @realDonaldTrump's] speech yesterday. He was the best I've ever seen him."" https…"		" .@JerryJrFalwell: ""I was so impressed by @realDonaldTrump's] speech yesterday. He was the best I've ever seen him."" https…"	i was so impressed by realdonaldtrumps speech yesterday he was the best ive ever seen him
1	robertjeffress	RT @robertjeffress: Honored to pray for my friend, @realDonaldTrump, at tonight's Dallas rally. #TrumpDallas c: @DanScavino https://t.co/Bc…		 Honored to pray for my friend, @realDonaldTrump, at tonight's Dallas rally. #TrumpDallas c: @DanScavino https://t.co/Bc…	honored to pray for my friend realdonaldtrump at tonights dallas rally trumpdallas c danscavino
1	Reince	RT @Reince: Flying to Dallas now with @realDonaldTrump...Reports of discord are pure fiction. Great events lined up all over Texas. Rs wil…		 Flying to Dallas now with @realDonaldTrump...Reports of discord are pure fiction. Great events lined up all over Texas. Rs wil…	flying to dallas now with realdonaldtrumpreports of discord are pure fiction great events lined up all over texas rs wil
1	AnnCoulter	RT @AnnCoulter: Trump's speech today was Churchillian, only better. You can tell by the spluttering hysteria on TV about @realDonaldTrump.		 Trump's speech today was Churchillian, only better. You can tell by the spluttering hysteria on TV about @realDonaldTrump.	trumps speech today was churchillian only better you can tell by the spluttering hysteria on tv about realdonaldtrump
1	realDonaldTrump	RT @realDonaldTrump: HAPPY 241st BIRTHDAY to the @USArmy! THANK YOU! https://t.co/mXsxkfcstC		 HAPPY 241st BIRTHDAY to the @USArmy! THANK YOU! https://t.co/mXsxkfcstC	happy 241st birthday to the usarmy thank you
